-2.0	-0.08	0.0003429089548747499
-2.0	-0.06	0.0020376819181017304
-2.0	-0.04	0.0014798473914563557
-2.0	-0.020000000000000004	0.0019508390109438988
-2.0	0.0	0.0019564262932887703
-1.96	-0.08	0.004518548696668457
-1.96	-0.06	0.0031853584801782788
-1.96	-0.04	0.004809621960018236
-1.96	-0.020000000000000004	0.005137941159921998
-1.96	0.0	0.0027866984238456905
-1.92	-0.08	0.0039075155308779105
-1.92	-0.06	0.0022958589020840832
-1.92	-0.04	0.011557591407160034
-1.92	-0.020000000000000004	0.012397194847485636
-1.92	0.0	0.005496855136031194
-1.88	-0.08	0.04166759452560008
-1.88	-0.06	0.008283411447490717
-1.88	-0.04	0.06382507407484807
-1.88	-0.020000000000000004	0.0461377442570679
-1.88	0.0	0.022214722211070986
-1.84	-0.08	0.06292105759230386
-1.84	-0.06	0.17957618323213528
-1.84	-0.04	0.43341497057542067
-1.84	-0.020000000000000004	0.25775358777798146
-1.84	0.0	0.16040537489066423
-1.8	-0.08	1.274914339338848
-1.8	-0.06	0.29290975331977626
-1.8	-0.04	0.4557448438361383
-1.8	-0.020000000000000004	3.4606395651039965
-1.8	0.0	5.2511130947306315
-1.76	-0.08	3.8491967665308793
-1.76	-0.06	28.6466657302329
-1.76	-0.04	79.44496350181082
-1.76	-0.020000000000000004	32.21312317025352
-1.76	0.0	479.41246889786044
-1.72	-0.08	38.017956123168894
-1.72	-0.06	241.21714141603536
-1.72	-0.04	1365.3148159435063
-1.72	-0.020000000000000004	18927.31532310782
-1.72	0.0	126880.18787605502
-1.68	-0.08	108.27106026732706
-1.68	-0.06	523.7206728714199
-1.68	-0.04	4819.750738227427
-1.68	-0.020000000000000004	25707.203105791563
-1.68	0.0	41602.67326290143
-1.6400000000000001	-0.08	139.96090222093875
-1.6400000000000001	-0.06	860.4722953772209
-1.6400000000000001	-0.04	5117.836222231772
-1.6400000000000001	-0.020000000000000004	5383.902338065477
-1.6400000000000001	0.0	3349.9078479474747
-1.6	-0.08	140.80064583072917
-1.6	-0.06	1589.12805110804
-1.6	-0.04	710.2269085283173
-1.6	-0.020000000000000004	9857.646206692467
-1.6	0.0	8594.191692535282
-1.56	-0.08	891.9843278391721
-1.56	-0.06	4053.5803480573827
-1.56	-0.04	5572.500943352114
-1.56	-0.020000000000000004	14777.103506305433
-1.56	0.0	15416.056150500845
-1.52	-0.08	135.31972736723927
-1.52	-0.06	2693.0813174171494
-1.52	-0.04	709.9879333605113
-1.52	-0.020000000000000004	1205.0824302454614
-1.52	0.0	197.2251873662895
-1.48	-0.08	227.3861466227751
-1.48	-0.06	2552.868509008182
-1.48	-0.04	3644.0625141796754
