-2.0	-0.08	1.0	-2.6610485476013714e-6
-2.0	-0.08	2.0	-8.369470872815015e-6
-2.0	-0.08	3.0	-1.3540482417984746e-5
-2.0	-0.08	4.0	-1.681966267949399e-5
-2.0	-0.08	5.0	-1.9209042309645718e-5
-2.0	-0.08	6.0	-2.044563421163127e-5
-2.0	-0.08	7.0	-2.1610854777331613e-5
-2.0	-0.08	8.0	-2.2346088705827784e-5
-2.0	-0.08	9.0	-2.3071739854765956e-5
-2.0	-0.08	10.0	-2.3380730927709075e-5
-2.0	-0.08	11.0	-2.3380759204555268e-5
-2.0	-0.08	12.0	-2.3071857049066627e-5
-2.0	-0.08	13.0	-2.234603038709096e-5
-2.0	-0.08	14.0	-2.1610656044254418e-5
-2.0	-0.08	15.0	-2.044579041693848e-5
-2.0	-0.08	16.0	-1.9209000034140658e-5
-2.0	-0.08	17.0	-1.681928890622487e-5
-2.0	-0.08	18.0	-1.3540353115565167e-5
-2.0	-0.08	19.0	-8.369388451674604e-6
-2.0	-0.08	20.0	-2.661075960320171e-6
-2.0	-0.06	1.0	-9.906672713693462e-6
-2.0	-0.06	2.0	-3.510368764420223e-5
-2.0	-0.06	3.0	-6.15253133210126e-5
-2.0	-0.06	4.0	-8.601756193939798e-5
-2.0	-0.06	5.0	-0.00010699335717191112
-2.0	-0.06	6.0	-0.00012398616003492891
-2.0	-0.06	7.0	-0.00013748003220232186
-2.0	-0.06	8.0	-0.00014719634808923484
-2.0	-0.06	9.0	-0.00015373431102068765
-2.0	-0.06	10.0	-0.00015689757472574058
-2.0	-0.06	11.0	-0.0001568977648006339
-2.0	-0.06	12.0	-0.000153734470900833
-2.0	-0.06	13.0	-0.0001471969378196122
-2.0	-0.06	14.0	-0.00013747985873447793
-2.0	-0.06	15.0	-0.00012398596290077573
-2.0	-0.06	16.0	-0.00010699299284775001
-2.0	-0.06	17.0	-8.601733517261682e-5
-2.0	-0.06	18.0	-6.152515211292839e-5
-2.0	-0.06	19.0	-3.510374239079405e-5
-2.0	-0.06	20.0	-9.906681558167198e-6
-2.0	-0.04	1.0	-6.404267174119905e-6
-2.0	-0.04	2.0	-2.2390055834346448e-5
-2.0	-0.04	3.0	-3.9644373114654626e-5
-2.0	-0.04	4.0	-5.6397512724873594e-5
-2.0	-0.04	5.0	-7.237193945434399e-5
-2.0	-0.04	6.0	-8.695418329786672e-5
-2.0	-0.04	7.0	-0.00010062514934751986
-2.0	-0.04	8.0	-0.00011180047824196606
-2.0	-0.04	9.0	-0.00011973413533540829
-2.0	-0.04	10.0	-0.00012360167347777998
-2.0	-0.04	11.0	-0.00012360166338902244
-2.0	-0.04	12.0	-0.00011973410914121868
-2.0	-0.04	13.0	-0.00011180071025707138
-2.0	-0.04	14.0	-0.00010062507577429418
-2.0	-0.04	15.0	-8.69541508903078e-5
-2.0	-0.04	16.0	-7.237194294944291e-5
-2.0	-0.04	17.0	-5.63975126748787e-5
-2.0	-0.04	18.0	-3.9644269986512485e-5
-2.0	-0.04	19.0	-2.2390128299069113e-5
-2.0	-0.04	20.0	-6.404060091658249e-6
-2.0	-0.020000000000000004	1.0	-7.870493838846868e-6
-2.0	-0.020000000000000004	2.0	-2.8456359077662542e-5
